Nation,Total Units,Total Fatalities,Total Serious Injuries,Total Minor Injuries,Year,Month,Day,Time,Speed Limit,Moisture,Adverse Weather Conditions,DayNight,Crash Type,Crash Severity,Alcohol Related ,Drug Related
AUS, 2, 0, 0, 0, 2017, December, Saturday, 07:00 pm, 050, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 3, 0, 0, 1, 2017, September, Monday, 12:58 pm, 080, Wet, Y, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, January, Thursday, 09:15 am, 050, Dry, N, Daylight, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, December, Thursday, 11:30 am, 050, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, November, Wednesday, 06:50 pm, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, December, Friday, 07:30 am, 060, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, December, Saturday, 04:00 pm, 050, Dry, N, Daylight, Rear End, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, December, Tuesday, 05:00 pm, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, April, Thursday, 06:50 am, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, December, Friday, 05:30 pm, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, January, Sunday, 10:00 pm, 060, Wet, Y, Night, Hit Pedestrian, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, November, Saturday, 12:30 pm, 050, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, November, Monday, 07:23 pm, 050, Dry, N, Daylight, Right Angle, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, December, Saturday, 04:30 pm, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 4, 0, 0, 1, 2017, December, Monday, 06:35 am, 050, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, March, Friday, 07:05 am, 060, Dry, N, Night, Hit Fixed Object, Not Injured, N, N
AUS, 2, 0, 0, 1, 2017, December, Monday, 09:15 am, 060, Dry, N, Daylight, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, October, Tuesday, 01:30 pm, 060, Dry, N, Daylight, Hit Fixed Object, Minor Injury, N, N
AUS, 2, 0, 0, 1, 2017, November, Thursday, 01:30 am, 050, Dry, N, Night, Rear End, Minor Injury, N, N
AUS, 2, 0, 0, 0, 2017, April, Saturday, 10:15 am, 050, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Sunday, 1:55 am, 60, Wet, Y, Night, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Sunday, 3:18 am, 40, Wet, Y, Night, Right Angle, Not Injured, N, N
US, 4, 0, 0, 0, 2017, January, Sunday, 9:20 am, 40, Dry, N, Daylight, Right Angle, Not Injured, Y, N
US, 2, 0, 0, 0, 2017, January, Sunday, 11:35 am, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Sunday, 6:19 pm, 20, Dry, N, Night, Right Angle, Not Injured, N, N
US, 4, 0, 0, 0, 2017, January, Sunday, 3:42 pm, 50, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Sunday, 12:55 am, 40, Dry, N, Night, Right Angle, Not Injured, N, Y
US, 3, 0, 0, 0, 2017, January, Sunday, 6:27 pm, 40, Dry, N, Night, Rear End, Minor Injury, N, Y
US, 4, 0, 0, 0, 2017, January, Sunday, 5:20 am, 40, Wet, Y, Night, Rear End, Not Injured, Y, N
US, 3, 0, 1, 0, 2017, January, Sunday, 1:40 pm, 40, Dry, N, Daylight, Rear End, Major Injury, N, N
US, 3, 0, 0, 0, 2017, January, Monday, 11:40 am, 60, Wet, Y, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 1, 2017, January, Monday, 11:19 am, 60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Monday, 1:30 pm, 40, Wet, Y, Daylight, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Monday, 2:45 pm, 40, Wet, N, Daylight, Rear End, Not Injured, N, N
US, 3, 0, 0, 0, 2017, January, Monday, 5:34 pm, 60, Wet, N, Night, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Tuesday, 8:29 am, 40, Wet, Y, Daylight, Side Swipe, Not Injured, N, N
US, 3, 0, 0, 0, 2017, January, Tuesday, 11:49 am, 40, Wet, Y, Daylight, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 1, 2017, January, Tuesday, 1:48 pm, 60, Wet, Y, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Monday, 7:09 pm, 40, Wet, Y, Night, Hit Pedestrian, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Tuesday, 1:20 pm, 40, Wet, Y, Daylight, Rear End, Not Injured, Y, N
US, 2, 0, 0, 1, 2017, January, Tuesday, 3:18 pm, 50, Wet, Y, Daylight, Side Swipe, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Monday, 10:05 pm, 40, Wet, N, Night, Rear End, Not Injured, Y, N
US, 2, 0, 0, 0, 2017, January, Tuesday, 7:14 pm, 60, Wet, Y, Night, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Wednesday, 5:43 am, 40, Wet, N, Night, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Wednesday, 7:00 am, 40, Wet, Y, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Tuesday, 12:27 am, 40, Wet, Y, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 1, 2017, January, Tuesday, 2:38 pm, 60, Wet, Y, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Wednesday, 11:00 am, 40, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 3, 0, 0, 0, 2017, January, Tuesday, 4:55 pm, 90, Wet, Y, Night, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Wednesday, 3:45 pm, 40, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Wednesday, 4:30 pm, 40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Wednesday, 5:59 pm, 40, Dry, N, Night, Rear End, Not Injured, N, N
US, 2, 0, 0, 1, 2017, January, Tuesday, 5:22 pm, 40, Wet, Y, Night, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Tuesday, 4:54 pm, 90, Wet, Y, Night, Rear End, Not Injured, N, N
US, 3, 0, 0, 0, 2017, January, Thursday, 7:00 am, 60, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 3, 0, 0, 0, 2017, January, Thursday, 8:05 am, 60, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 3, 0, 0, 0, 2017, January, Wednesday, 12:49 am, 60, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Thursday, 9:42 am, 40, Dry, N, Daylight, Head On, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Thursday, 7:20 am, 40, Dry, N, Daylight, Head On, Minor Injury, N, N
US, 3, 0, 0, 2, 2017, January, Tuesday, 11:57 am, 40, Wet, Y, Daylight, Rear End, Minor Injury, N, Y
US, 2, 0, 0, 0, 2017, January, Thursday, 11:53 am, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 1, 2017, January, Sunday, 2:48 pm, 40, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 1, 2017, January, Thursday, 4:32 pm, 40, Dry, Y, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 1, 2017, January, Thursday, 4:25 pm, 60, Dry, Y, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Thursday, 4:54 pm, 40, Dry, Y, Night, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Thursday, 4:46 pm, 20, Dry, Y, Night, Rear End, Not Injured, N, N
US, 4, 0, 0, 0, 2017, January, Thursday, 5:10 pm, 40, Dry, Y, Night, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Thursday, 5:10 pm, 60, Dry, Y, Night, Head On, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Wednesday, 6:19 pm, 40, Dry, N, Night, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Tuesday, 7:35 am, 60, Wet, Y, Night, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Thursday, 5:21 pm, 40, Dry, Y, Daylight, Head On, Not Injured, N, N
US, 3, 0, 0, 1, 2017, January, Thursday, 6:00 pm, 60, Dry, Y, Night, Rear End, Minor Injury, N, N
US, 3, 0, 0, 1, 2017, January, Thursday, 6:44 pm, 50, Dry, Y, Night, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Thursday, 5:50 pm, 40, Dry, Y, Night, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Thursday, 5:37 pm, 40, Wet, Y, Night, Side Swipe, Not Injured, N, N
US, 3, 0, 0, 0, 2017, January, Wednesday, 7:35 pm, 90, Dry, Y, Night, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Thursday, 9:13 pm, 60, Dry, Y, Night, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Thursday, 4:58 am, 40, Dry, N, Night, Rear End, Not Injured, Y, N
US, 2, 0, 0, 0, 2017, January, Thursday, 10:00 pm, 40, Dry, Y, Night, Head On, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Thursday, 11:20 pm, 40, Dry, Y, Night, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Monday, 10:47 pm, 60, Dry, N, Night, Rear End, Not Injured, Y, N
US, 2, 0, 0, 2, 2017, January, Friday, 4:20 am, 60, Wet, Y, Night, Head On, Minor Injury, Y, N
US, 2, 0, 0, 0, 2017, January, Wednesday, 3:53 pm, 40, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 7:50 am, 40, Dry, Y, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 8:25 am, 60, Dry, Y, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Thursday, 7:44 am, 60, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 8:36 am, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 10:45 am, 40, Wet, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 1, 2017, January, Friday, 10:00 am, 60, Wet, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 11:12 am, 40, Wet, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 10:27 am, 40, Wet, N, Daylight, Head On, Not Injured, N, N
US, 2, 0, 0, 1, 2017, January, Friday, 2:05 pm, 40, Wet, N, Daylight, Hit Pedestrian, Minor Injury, N, N
US, 3, 0, 0, 0, 2017, January, Friday, 2:30 pm, 40, Dry, N, Daylight, Rear End, Not Injured, Y, N
US, 2, 0, 0, 0, 2017, January, Thursday, 2:58 pm, 20, Dry, N, Daylight, Hit Pedestrian, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Wednesday, 5:20 pm, 90, Dry, N, Night, Rear End, Not Injured, N, N
US, 4, 0, 0, 0, 2017, January, Wednesday, 5:55 pm, 90, Dry, N, Night, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 12:19 am, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Monday, 6:40 pm, 60, Dry, N, Night, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Thursday, 10:30 pm, 40, Dry, Y, Night, Rear End, Not Injured, N, N
US, 2, 0, 0, 1, 2017, January, Thursday, 7:58 pm, 40, Dry, Y, Night, Rear End, Minor Injury, N, N
US, 3, 0, 0, 1, 2017, January, Friday, 6:35 pm, 40, Dry, N, Night, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 7:43 pm, 40, Dry, N, Night, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 8:00 pm, 40, Dry, N, Night, Side Swipe, Not Injured, N, N
US, 3, 0, 0, 0, 2017, January, Saturday, 12:54 am, 40, Dry, N, Night, Side Swipe, Not Injured, Y, N
US, 2, 0, 0, 0, 2017, January, Wednesday, 9:38 am, 90, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 9:49 am, 40, Wet, Y, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Saturday, 10:45 am, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 3, 0, 0, 1, 2017, January, Saturday, 9:55 am, 40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Saturday, 1:30 pm, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 1, 2017, January, Friday, 4:37 pm, 60, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 4, 0, 1, 0, 2017, January, Saturday, 4:42 pm, 60, Dry, N, Daylight, Rear End, Major Injury, N, N
US, 2, 0, 0, 0, 2017, January, Thursday, 11:12 pm, 60, Dry, Y, Night, Right Angle, Not Injured, N, N
US, 3, 0, 0, 0, 2017, January, Friday, 4:56 pm, 90, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Saturday, 9:38 pm, 90, Dry, N, Night, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Saturday, 2:45 pm, 60, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Monday, 1:53 pm, 70, Wet, Y, Daylight, Side Swipe, Not Injured, N, N
US, 2, 0, 1, 1, 2017, January, Thursday, 10:48 am, 40, Dry, N, Daylight, Right Angle, Major Injury, Y, N
US, 2, 0, 0, 0, 2017, January, Saturday, 9:04 pm, 40, Dry, N, Night, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Sunday, 10:06 am, 60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Sunday, 7:40 am, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Sunday, 11:00 am, 20, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Sunday, 1:30 pm, 60, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Sunday, 12:40 am, 60, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 3, 0, 0, 0, 2017, January, Saturday, 10:23 pm, 40, Dry, N, Night, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Sunday, 9:00 pm, 40, Dry, N, Night, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Sunday, 9:20 pm, 40, Dry, N, Night, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 1, 2017, January, Sunday, 7:19 pm, 60, Dry, N, Night, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Monday, 12:10 am, 40, Dry, N, Night, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Sunday, 11:12 pm, 40, Dry, N, Night, Rear End, Minor Injury, Y, N
US, 2, 0, 0, 0, 2017, January, Monday, 7:46 am, 60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Monday, 9:00 am, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Saturday, 12:20 am, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Monday, 10:20 am, 40, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US, 3, 0, 0, 0, 2017, January, Tuesday, 12:19 am, 60, Wet, Y, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Monday, 2:05 pm, 40, Wet, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 1, 2017, January, Monday, 7:54 am, 60, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Saturday, 2:37 pm, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Monday, 6:01 pm, 60, Dry, N, Night, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Monday, 5:42 pm, 40, Dry, N, Night, Head On, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Monday, 8:50 pm, 60, Dry, N, Night, Right Angle, Not Injured, N, N
US, 5, 0, 0, 0, 2017, January, Monday, 6:30 am, 40, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Tuesday, 2:00 am, 40, Dry, N, Night, Rear End, Not Injured, Y, N
US, 2, 0, 0, 0, 2017, January, Monday, 6:15 pm, 60, Dry, N, Night, Rear End, Minor Injury, Y, N
US, 2, 0, 0, 0, 2017, January, Sunday, 1:39 pm, 40, Wet, Y, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Sunday, 1:48 pm, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Tuesday, 9:45 am, 90, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Tuesday, 7:30 am, 40, Dry, Y, Daylight, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Tuesday, 1:29 pm, 40, Wet, Y, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 1, 2017, January, Tuesday, 3:40 pm, 40, Wet, Y, Daylight, Head On, Minor Injury, N, N
US, 3, 0, 0, 0, 2017, January, Wednesday, 4:03 pm, 60, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Tuesday, 5:37 pm, 60, Wet, N, Night, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Tuesday, 7:13 pm, 40, Dry, N, Night, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Tuesday, 6:30 pm, 60, Wet, N, Night, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Tuesday, 6:40 am, 40, Dry, Y, Night, Right Angle, Not Injured, N, N
US, 3, 0, 0, 0, 2017, January, Tuesday, 10:07 pm, 40, Wet, Y, Night, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Wednesday, 1:21 am, 40, Wet, Y, Night, Right Angle, Not Injured, N, N
US, 3, 0, 0, 0, 2017, January, Wednesday, 1:40 am, 60, Dry, N, Night, Head On, Not Injured, N, Y
US, 3, 0, 0, 0, 2017, January, Wednesday, 5:40 pm, 90, Dry, N, Night, Rear End, Minor Injury, N, N
US, 2, 0, 0, 1, 2017, January, Tuesday, 3:06 pm, 50, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Monday, 3:36 pm, 60, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Wednesday, 8:40 am, 40, Wet, Y, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Wednesday, 6:50 am, 40, Dry, Y, Night, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Sunday, 11:51 pm, 70, Dry, N, Night, Head On, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Wednesday, 12:58 am, 90, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Monday, 8:23 am, 90, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 3, 0, 0, 0, 2017, January, Wednesday, 6:10 pm, 40, Wet, Y, Night, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Wednesday, 7:17 pm, 40, Wet, Y, Night, Hit Pedestrian, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Wednesday, 5:26 pm, 90, Wet, Y, Night, Side Swipe, Not Injured, N, N
US, 2, 0, 1, 0, 2017, January, Wednesday, 7:34 am, 70, Dry, N, Daylight, Head On, Major Injury, N, N
US, 3, 0, 0, 0, 2017, January, Saturday, 2:23 am, 40, Dry, N, Night, Head On, Not Injured, Y, N
US, 2, 0, 0, 0, 2017, January, Sunday, 11:21 pm, 40, Dry, N, Night, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Monday, 12:41 am, 40, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 3, 0, 0, 0, 2017, January, Monday, 7:29 pm, 60, Dry, N, Night, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Thursday, 5:34 pm, 40, Wet, Y, Night, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Thursday, 9:17 am, 40, Wet, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Tuesday, 6:27 pm, 60, Wet, Y, Night, Head On, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Thursday, 9:45 am, 50, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Thursday, 12:35 am, 40, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Thursday, 2:35 pm, 40, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 2, 2017, January, Friday, 8:55 pm, 70, Wet, N, Night, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Wednesday, 1:51 pm, 60, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Tuesday, 5:43 pm, 40, Wet, N, Night, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Saturday, 11:27 am, 30, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Thursday, 6:44 pm, 50, Wet, Y, Night, Head On, Not Injured, N, N
US, 2, 0, 0, 1, 2017, January, Thursday, 2:30 pm, 40, Wet, Y, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Thursday, 5:42 am, 60, Wet, N, Night, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 1, 2017, January, Friday, 6:30 am, 60, Dry, Y, Night, Side Swipe, Minor Injury, N, N
US, 3, 0, 0, 0, 2017, January, Thursday, 6:07 am, 40, Wet, N, Night, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Thursday, 3:30 pm, 40, Wet, Y, Daylight, Head On, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 8:15 am, 60, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 2, 2017, January, Friday, 8:12 am, 60, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 3, 0, 0, 2, 2017, January, Friday, 8:30 am, 50, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 9:20 am, 50, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 9:52 am, 40, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 9:15 am, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 1, 0, 2017, January, Friday, 11:10 am, 60, Dry, N, Daylight, Rear End, Major Injury, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 12:05 am, 60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 12:53 am, 60, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 8:44 am, 60, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 3, 0, 0, 1, 2017, January, Friday, 5:40 pm, 40, Dry, N, Night, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 4:20 pm, 40, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 6:25 pm, 40, Dry, N, Night, Head On, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 5:14 pm, 60, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 7:47 pm, 40, Dry, N, Night, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Saturday, 12:45 am, 40, Dry, N, Night, Head On, Not Injured, Y, N
US, 2, 0, 1, 0, 2017, January, Saturday, 1:00 am, 40, Dry, N, Night, Hit Pedestrian, Major Injury, Y, N
US, 2, 0, 0, 2, 2017, January, Friday, 6:49 pm, 40, Dry, N, Night, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 1:25 pm, 40, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Friday, 12:36 am, 30, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Saturday, 8:39 am, 40, Dry, N, Daylight, Head On, Not Injured, N, N
US, 2, 0, 0, 1, 2017, January, Saturday, 11:25 am, 40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, January, Saturday, 3:15 pm, 40, Wet, Y, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 1, 2017, January, Monday, 7:07 am, 40, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 3, 0, 0, 1, 2017, January, Saturday, 3:59 pm, 60, Wet, N, Daylight, Rear End, Minor Injury, Y, N
US, 2, 0, 1, 0, 2017, January, Saturday, 6:12 pm, 40, Wet, Y, Night, Hit Pedestrian, Major Injury, Y, N
US, 2, 0, 0, 1, 2017, January, Saturday, 6:43 pm, 40, Dry, N, Night, Rear End, Minor Injury, N, N
US, 3, 0, 0, 0, 2017, January, Saturday, 5:09 am, 40, Dry, N, Night, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Saturday, 11:23 pm, 60, Dry, N, Night, Rear End, Not Injured, N, N
US, 2, 0, 0, 1, 2017, January, Sunday, 10:48 am, 60, Dry, N, Daylight, Head On, Minor Injury, N, N
US, 3, 0, 0, 0, 2017, January, Wednesday, 8:06 am, 90, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Sunday, 5:05 pm, 40, Dry, N, Night, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, January, Saturday, 8:40 am, 110, Wet, N, Daylight, Right Angle, Not Injured, N, N
